
task	acc_norm	95% confidence interval
205	63.90243902%	[57.1279%, 70.1656%]
206	64.07766990%	[57.3234%, 70.3165%]
207	64.25120773%	[57.5173%, 70.4658%]
208	64.42307692%	[57.7094%, 70.6137%]
209	64.59330144%	[57.8998%, 70.7601%]
210	64.76190476%	[58.0885%, 70.9050%]
211	64.92890995%	[58.2755%, 71.0485%]
212	64.62264151%	[57.9783%, 70.7465%]
213	64.78873239%	[58.1641%, 70.8894%]
214	64.48598131%	[57.8705%, 70.5906%]
215	64.18604651%	[57.5799%, 70.2942%]
216	64.35185185%	[57.7648%, 70.4373%]
217	64.05529954%	[57.4776%, 70.1441%]
218	64.22018349%	[57.6613%, 70.2866%]
219	64.38356164%	[57.8434%, 70.4278%]
220	64.54545455%	[58.0241%, 70.5676%]
221	64.70588235%	[58.2031%, 70.7061%]
222	64.41441441%	[57.9202%, 70.4182%]
223	64.12556054%	[57.6402%, 70.1325%]
224	63.83928571%	[57.3629%, 69.8490%]
225	64.00000000%	[57.5415%, 69.9884%]
226	64.15929204%	[57.7187%, 70.1266%]
227	64.31718062%	[57.8944%, 70.2635%]
228	64.47368421%	[58.0687%, 70.3991%]
229	64.62882096%	[58.2415%, 70.5334%]
230	64.78260870%	[58.4129%, 70.6666%]
231	64.93506494%	[58.5830%, 70.7986%]
232	65.08620690%	[58.7516%, 70.9293%]
233	64.80686695%	[58.4798%, 70.6536%]
234	64.52991453%	[58.2105%, 70.3799%]
235	64.68085106%	[58.3785%, 70.5109%]
236	64.40677966%	[58.1122%, 70.2399%]
237	64.55696203%	[58.2792%, 70.3704%]
238	64.70588235%	[58.4449%, 70.4997%]
239	64.85355649%	[58.6093%, 70.6279%]
240	64.58333333%	[58.3463%, 70.3608%]
241	64.31535270%	[58.0858%, 70.0957%]
242	64.46280992%	[58.2496%, 70.2241%]
243	64.19753086%	[57.9918%, 69.9614%]
244	64.34426230%	[58.1546%, 70.0893%]
245	64.08163265%	[57.8994%, 69.8291%]
246	63.82113821%	[57.6465%, 69.5708%]
247	63.96761134%	[57.8086%, 69.6988%]
248	63.70967742%	[57.5583%, 69.4428%]
249	63.85542169%	[57.7195%, 69.5703%]
250	64.00000000%	[57.8795%, 69.6968%]
251	64.14342629%	[58.0383%, 69.8222%]
252	64.28571429%	[58.1959%, 69.9465%]
253	64.42687747%	[58.3524%, 70.0698%]
254	64.56692913%	[58.5076%, 70.1922%]
255	64.70588235%	[58.6618%, 70.3135%]
256	64.45312500%	[58.4156%, 70.0633%]
257	64.20233463%	[58.1716%, 69.8148%]
258	63.95348837%	[57.9296%, 69.5680%]
259	63.70656371%	[57.6897%, 69.3228%]
260	63.46153846%	[57.4518%, 69.0793%]
261	63.60153257%	[57.6062%, 69.2023%]
262	63.35877863%	[57.3706%, 68.9609%]
263	63.11787072%	[57.1369%, 68.7211%]
264	62.87878788%	[56.9052%, 68.4829%]
265	62.64150943%	[56.6754%, 68.2463%]
266	62.78195489%	[56.8296%, 68.3704%]
267	62.92134831%	[56.9827%, 68.4934%]
268	62.68656716%	[56.7553%, 68.2593%]
269	62.82527881%	[56.9075%, 68.3819%]
270	62.96296296%	[57.0587%, 68.5035%]
271	63.09963100%	[57.2089%, 68.6242%]
272	63.23529412%	[57.3580%, 68.7440%]
273	63.00366300%	[57.1332%, 68.5132%]
274	63.13868613%	[57.2815%, 68.6325%]
275	63.27272727%	[57.4288%, 68.7509%]
276	63.40579710%	[57.5751%, 68.8685%]
277	63.17689531%	[57.3528%, 68.6405%]
278	63.30935252%	[57.4983%, 68.7576%]
279	63.44086022%	[57.6428%, 68.8738%]
280	63.21428571%	[57.4227%, 68.6482%]
281	63.34519573%	[57.5664%, 68.7640%]
282	63.47517730%	[57.7093%, 68.8789%]
283	63.60424028%	[57.8511%, 68.9930%]
284	63.38028169%	[57.6333%, 68.7701%]
285	63.50877193%	[57.7745%, 68.8838%]
286	63.28671329%	[57.5586%, 68.6627%]
287	63.41463415%	[57.6990%, 68.7759%]
288	63.54166667%	[57.8385%, 68.8884%]
289	63.66782007%	[57.9771%, 69.0000%]
290	63.79310345%	[58.1147%, 69.1108%]
291	63.91752577%	[58.2515%, 69.2209%]
292	64.04109589%	[58.3875%, 69.3301%]
293	64.16382253%	[58.5225%, 69.4386%]
294	64.28571429%	[58.6567%, 69.5463%]
295	64.40677966%	[58.7900%, 69.6532%]
296	64.52702703%	[58.9224%, 69.7594%]
297	64.30976431%	[58.7103%, 69.5438%]
298	64.42953020%	[58.8421%, 69.6497%]
299	64.54849498%	[58.9731%, 69.7548%]
300	64.66666667%	[59.1033%, 69.8592%]
301	64.45182724%	[58.8934%, 69.6461%]
302	64.23841060%	[58.6850%, 69.4342%]
303	64.02640264%	[58.4781%, 69.2235%]
304	64.14473684%	[58.6081%, 69.3284%]
305	64.26229508%	[58.7373%, 69.4325%]
306	64.37908497%	[58.8657%, 69.5360%]
307	64.16938111%	[58.6609%, 69.3277%]
308	63.96103896%	[58.4575%, 69.1206%]
309	64.07766990%	[58.5855%, 69.2241%]
310	63.87096774%	[58.3838%, 69.0185%]
311	63.98713826%	[58.5113%, 69.1217%]
312	64.10256410%	[58.6379%, 69.2242%]
313	64.21725240%	[58.7638%, 69.3259%]
314	64.33121019%	[58.8889%, 69.4271%]
315	64.44444444%	[59.0133%, 69.5275%]
316	64.55696203%	[59.1370%, 69.6273%]
317	64.35331230%	[58.9378%, 69.4251%]
318	64.46540881%	[59.0609%, 69.5246%]
319	64.57680251%	[59.1833%, 69.6234%]
320	64.68750000%	[59.3049%, 69.7216%]
321	64.79750779%	[59.4259%, 69.8192%]
322	64.90683230%	[59.5461%, 69.9161%]
323	64.70588235%	[59.3493%, 69.7168%]
324	64.50617284%	[59.1538%, 69.5186%]
325	64.61538462%	[59.2737%, 69.6156%]
326	64.72392638%	[59.3929%, 69.7120%]
327	64.83180428%	[59.5114%, 69.8077%]
328	64.93902439%	[59.6293%, 69.9029%]
329	64.74164134%	[59.4359%, 69.7071%]
330	64.84848485%	[59.5532%, 69.8020%]
331	64.65256798%	[59.3614%, 69.6076%]
332	64.75903614%	[59.4782%, 69.7022%]
333	64.56456456%	[59.2878%, 69.5092%]
334	64.67065868%	[59.4041%, 69.6036%]
335	64.77611940%	[59.5198%, 69.6974%]
336	64.58333333%	[59.3310%, 69.5060%]
337	64.68842730%	[59.4463%, 69.5995%]
338	64.49704142%	[59.2588%, 69.4094%]
339	64.60176991%	[59.3736%, 69.5027%]
340	64.70588235%	[59.4877%, 69.5954%]
341	64.80938416%	[59.6012%, 69.6876%]
342	64.91228070%	[59.7141%, 69.7792%]
343	65.01457726%	[59.8264%, 69.8702%]
344	65.11627907%	[59.9380%, 69.9607%]
345	64.92753623%	[59.7528%, 69.7735%]
346	64.73988439%	[59.5688%, 69.5872%]
347	64.84149856%	[59.6802%, 69.6778%]
348	64.94252874%	[59.7910%, 69.7678%]
349	65.04297994%	[59.9011%, 69.8573%]
350	64.85714286%	[59.7188%, 69.6729%]
351	64.95726496%	[59.8286%, 69.7621%]
352	65.05681818%	[59.9377%, 69.8508%]
353	65.15580737%	[60.0463%, 69.9390%]
354	64.97175141%	[59.8656%, 69.7565%]
355	65.07042254%	[59.9737%, 69.8444%]
356	65.16853933%	[60.0813%, 69.9319%]
357	64.98599440%	[59.9021%, 69.7508%]
358	65.08379888%	[60.0093%, 69.8381%]
359	65.18105850%	[60.1159%, 69.9248%]
360	65.27777778%	[60.2219%, 70.0110%]
361	65.09695291%	[60.0443%, 69.8317%]
362	64.91712707%	[59.8678%, 69.6532%]
363	65.01377410%	[59.9736%, 69.7395%]
364	64.83516484%	[59.7983%, 69.5622%]
365	64.93150685%	[59.9037%, 69.6483%]
366	65.02732240%	[60.0085%, 69.7339%]
367	65.12261580%	[60.1129%, 69.8191%]
368	65.21739130%	[60.2167%, 69.9037%]
369	65.04065041%	[60.0430%, 69.7283%]
370	65.13513514%	[60.1465%, 69.8128%]
371	65.22911051%	[60.2493%, 69.8967%]
372	65.05376344%	[60.0771%, 69.7227%]
373	64.87935657%	[59.9058%, 69.5496%]
374	64.97326203%	[60.0085%, 69.6336%]
375	64.80000000%	[59.8383%, 69.4615%]
376	64.89361702%	[59.9406%, 69.5454%]
377	64.98673740%	[60.0424%, 69.6287%]
378	64.81481481%	[59.8736%, 69.4580%]
379	64.64379947%	[59.7057%, 69.2880%]
380	64.73684211%	[59.8073%, 69.3714%]
381	64.56692913%	[59.6405%, 69.2025%]
382	64.65968586%	[59.7418%, 69.2857%]
383	64.75195822%	[59.8425%, 69.3685%]
384	64.84375000%	[59.9427%, 69.4508%]
385	64.93506494%	[60.0424%, 69.5326%]
386	65.02590674%	[60.1416%, 69.6141%]
387	64.85788114%	[59.9765%, 69.4472%]
388	64.94845361%	[60.0754%, 69.5284%]
389	65.03856041%	[60.1738%, 69.6092%]
390	64.87179487%	[60.0099%, 69.4436%]
391	64.70588235%	[59.8470%, 69.2787%]
392	64.79591837%	[59.9452%, 69.3595%]
393	64.63104326%	[59.7832%, 69.1956%]
394	64.72081218%	[59.8811%, 69.2762%]
395	64.81012658%	[59.9785%, 69.3565%]
396	64.89898990%	[60.0754%, 69.4363%]
397	64.73551637%	[59.9148%, 69.2738%]
398	64.82412060%	[60.0114%, 69.3534%]
399	64.91228070%	[60.1075%, 69.4326%]
400	65.00000000%	[60.2032%, 69.5114%]
401	65.08728180%	[60.2984%, 69.5898%]
402	65.17412935%	[60.3932%, 69.6678%]
403	65.26054591%	[60.4875%, 69.7454%]
404	65.09900990%	[60.3286%, 69.5850%]
405	65.18518519%	[60.4226%, 69.6624%]
406	65.27093596%	[60.5162%, 69.7394%]
407	65.35626536%	[60.6093%, 69.8161%]
408	65.44117647%	[60.7020%, 69.8923%]
409	65.28117359%	[60.5445%, 69.7335%]
410	65.36585366%	[60.6369%, 69.8096%]
411	65.45012165%	[60.7288%, 69.8853%]
412	65.53398058%	[60.8204%, 69.9606%]
413	65.61743341%	[60.9115%, 70.0355%]
414	65.45893720%	[60.7553%, 69.8783%]
415	65.54216867%	[60.8462%, 69.9531%]
416	65.62500000%	[60.9366%, 70.0275%]
417	65.46762590%	[60.7815%, 69.8713%]
418	65.55023923%	[60.8717%, 69.9456%]
419	65.63245823%	[60.9614%, 70.0195%]
420	65.71428571%	[61.0507%, 70.0930%]
421	65.55819477%	[60.8969%, 69.9382%]
422	65.40284360%	[60.7438%, 69.7840%]
423	65.48463357%	[60.8330%, 69.8576%]
424	65.33018868%	[60.6808%, 69.7043%]
425	65.41176471%	[60.7697%, 69.7777%]
426	65.49295775%	[60.8582%, 69.8508%]
427	65.57377049%	[60.9464%, 69.9235%]
428	65.65420561%	[61.0341%, 69.9958%]
429	65.50116550%	[60.8832%, 69.8440%]
430	65.34883721%	[60.7331%, 69.6927%]
431	65.19721578%	[60.5838%, 69.5421%]
432	65.27777778%	[60.6715%, 69.6148%]
433	65.35796767%	[60.7588%, 69.6870%]
434	65.43778802%	[60.8457%, 69.7590%]
435	65.28735632%	[60.6975%, 69.6096%]
436	65.13761468%	[60.5500%, 69.4608%]
437	65.21739130%	[60.6368%, 69.5328%]
438	65.29680365%	[60.7232%, 69.6044%]
439	65.14806378%	[60.5767%, 69.4566%]
440	65.00000000%	[60.4309%, 69.3094%]
441	64.85260771%	[60.2858%, 69.1629%]
442	64.93212670%	[60.3722%, 69.2347%]
443	64.78555305%	[60.2280%, 69.0889%]
444	64.86486486%	[60.3141%, 69.1606%]
445	64.94382022%	[60.3999%, 69.2320%]
446	64.79820628%	[60.2565%, 69.0871%]
447	64.87695749%	[60.3420%, 69.1584%]
448	64.95535714%	[60.4272%, 69.2292%]
449	65.03340757%	[60.5120%, 69.2998%]
450	64.88888889%	[60.3697%, 69.1561%]
451	64.74501109%	[60.2280%, 69.0129%]
452	64.82300885%	[60.3127%, 69.0835%]
453	64.90066225%	[60.3969%, 69.1538%]
454	64.75770925%	[60.2562%, 69.0115%]
455	64.83516484%	[60.3403%, 69.0817%]
456	64.91228070%	[60.4239%, 69.1515%]
457	64.77024070%	[60.2841%, 69.0101%]
458	64.84716157%	[60.3675%, 69.0798%]
459	64.92374728%	[60.4506%, 69.1492%]
460	64.78260870%	[60.3116%, 69.0087%]
461	64.64208243%	[60.1733%, 68.8688%]
462	64.71861472%	[60.2563%, 68.9382%]
463	64.57883369%	[60.1187%, 68.7990%]
464	64.43965517%	[59.9818%, 68.6604%]
465	64.51612903%	[60.0646%, 68.7298%]
466	64.59227468%	[60.1471%, 68.7989%]
467	64.45396146%	[60.0110%, 68.6611%]
468	64.52991453%	[60.0932%, 68.7300%]
469	64.60554371%	[60.1751%, 68.7987%]
470	64.68085106%	[60.2567%, 68.8670%]
471	64.75583864%	[60.3379%, 68.9350%]
472	64.83050847%	[60.4188%, 69.0028%]
473	64.90486258%	[60.4994%, 69.0702%]
474	64.97890295%	[60.5796%, 69.1374%]
475	64.84210526%	[60.4448%, 69.0012%]
476	64.70588235%	[60.3107%, 68.8656%]
477	64.77987421%	[60.3908%, 68.9328%]
478	64.85355649%	[60.4706%, 68.9997%]
479	64.71816284%	[60.3373%, 68.8649%]
480	64.79166667%	[60.4168%, 68.9316%]
481	64.65696466%	[60.2842%, 68.7975%]
482	64.52282158%	[60.1521%, 68.6639%]
483	64.59627329%	[60.2316%, 68.7306%]
484	64.66942149%	[60.3107%, 68.7971%]
485	64.74226804%	[60.3895%, 68.8633%]
486	64.81481481%	[60.4680%, 68.9292%]
487	64.68172485%	[60.3369%, 68.7967%]
488	64.54918033%	[60.2064%, 68.6647%]
489	64.62167689%	[60.2848%, 68.7306%]
490	64.48979592%	[60.1550%, 68.5992%]
491	64.35845214%	[60.0257%, 68.4683%]
492	64.22764228%	[59.8970%, 68.3379%]
493	64.09736308%	[59.7688%, 68.2079%]
494	64.17004049%	[59.8472%, 68.2742%]
495	64.24242424%	[59.9254%, 68.3401%]
496	64.11290323%	[59.7980%, 68.2109%]
497	63.98390342%	[59.6711%, 68.0822%]
498	64.05622490%	[59.7491%, 68.1482%]
499	64.12825651%	[59.8268%, 68.2138%]
500	64.20000000%	[59.9042%, 68.2792%]
501	64.27145709%	[59.9813%, 68.3444%]
502	64.14342629%	[59.8554%, 68.2167%]
503	64.21471173%	[59.9323%, 68.2817%]
504	64.28571429%	[60.0089%, 68.3464%]
505	64.35643564%	[60.0852%, 68.4109%]
506	64.42687747%	[60.1612%, 68.4751%]
507	64.49704142%	[60.2370%, 68.5391%]
508	64.56692913%	[60.3124%, 68.6028%]
509	64.44007859%	[60.1875%, 68.4763%]
510	64.31372549%	[60.0631%, 68.3503%]
511	64.38356164%	[60.1384%, 68.4140%]
512	64.45312500%	[60.2135%, 68.4775%]
513	64.52241715%	[60.2883%, 68.5407%]
514	64.39688716%	[60.1646%, 68.4155%]
515	64.46601942%	[60.2392%, 68.4786%]
516	64.34108527%	[60.1162%, 68.3540%]
517	64.41005803%	[60.1906%, 68.4170%]
518	64.28571429%	[60.0681%, 68.2930%]
519	64.35452794%	[60.1423%, 68.3558%]
520	64.42307692%	[60.2162%, 68.4184%]
521	64.49136276%	[60.2899%, 68.4807%]
522	64.36781609%	[60.1682%, 68.3575%]
523	64.43594646%	[60.2416%, 68.4197%]
524	64.31297710%	[60.1205%, 68.2971%]
525	64.38095238%	[60.1938%, 68.3592%]
526	64.44866920%	[60.2668%, 68.4210%]
527	64.51612903%	[60.3395%, 68.4826%]
528	64.39393939%	[60.2191%, 68.3608%]
529	64.27221172%	[60.0992%, 68.2394%]
530	64.33962264%	[60.1719%, 68.3010%]
531	64.40677966%	[60.2442%, 68.3624%]
532	64.47368421%	[60.3163%, 68.4235%]
533	64.54033771%	[60.3882%, 68.4844%]
534	64.60674157%	[60.4598%, 68.5451%]
535	64.67289720%	[60.5311%, 68.6055%]
536	64.73880597%	[60.6022%, 68.6657%]
537	64.80446927%	[60.6730%, 68.7256%]
538	64.86988848%	[60.7436%, 68.7854%]
539	64.93506494%	[60.8139%, 68.8449%]
540	64.81481481%	[60.6953%, 68.7251%]
541	64.87985213%	[60.7654%, 68.7845%]
542	64.94464945%	[60.8353%, 68.8437%]
543	64.82504604%	[60.7173%, 68.7245%]
544	64.88970588%	[60.7870%, 68.7836%]
545	64.95412844%	[60.8565%, 68.8424%]
546	65.01831502%	[60.9257%, 68.9010%]
547	65.08226691%	[60.9947%, 68.9594%]
548	65.14598540%	[61.0635%, 69.0176%]
549	65.20947177%	[61.1320%, 69.0756%]
550	65.27272727%	[61.2003%, 69.1333%]
551	65.15426497%	[61.0833%, 69.0154%]
552	65.21739130%	[61.1514%, 69.0731%]
553	65.09945750%	[61.0349%, 68.9557%]
554	64.98194946%	[60.9189%, 68.8387%]
555	65.04504505%	[60.9869%, 68.8963%]
556	64.92805755%	[60.8714%, 68.7798%]
557	64.99102334%	[60.9393%, 68.8374%]
558	65.05376344%	[61.0069%, 68.8947%]
559	65.11627907%	[61.0743%, 68.9519%]
560	65.17857143%	[61.1415%, 69.0088%]
561	65.24064171%	[61.2085%, 69.0655%]
562	65.30249110%	[61.2752%, 69.1220%]
563	65.18650089%	[61.1606%, 69.0066%]
564	65.24822695%	[61.2271%, 69.0630%]
565	65.30973451%	[61.2935%, 69.1192%]
566	65.37102473%	[61.3596%, 69.1752%]
567	65.43209877%	[61.4255%, 69.2310%]
568	65.31690141%	[61.3116%, 69.1164%]
569	65.20210896%	[61.1982%, 69.0022%]
570	65.26315789%	[61.2640%, 69.0580%]
571	65.32399299%	[61.3296%, 69.1136%]
572	65.38461538%	[61.3949%, 69.1690%]
573	65.44502618%	[61.4601%, 69.2243%]
574	65.50522648%	[61.5250%, 69.2793%]
575	65.56521739%	[61.5897%, 69.3341%]
576	65.45138889%	[61.4772%, 69.2209%]
577	65.51126516%	[61.5417%, 69.2756%]
578	65.57093426%	[61.6061%, 69.3302%]
579	65.45768566%	[61.4941%, 69.2175%]
580	65.51724138%	[61.5583%, 69.2720%]
581	65.57659208%	[61.6223%, 69.3263%]
